ID,Тип_покупки,Категория,Название,Адрес,Город,Телефон,Email,Сайт,Заметки,Приоритет,Источник,Верифицировано,Доверие,Дата_проверки,Источник_проверки,Халяль_нужен,Холодная_цепочка,Текущий_поставщик_лаваша,Сезонность
R313,Готовый,Конечный-Кейтеринг (Corporativo),Mediterránea Group - Mediterránea de Catering SL,"C/ Arroyo del Soto, 17",Leganés (Madrid) - operación nacional incluida Cataluña,+34 916 404 745,recepcion@mediterranea-catering.es,https://www.mediterranea-group.com/,"Sede social Madrid pero opera hospitales, residencias, empresas y centros educativos en toda España incluida Cataluña. Discurso oficial: 'productos de primera calidad de proximidad, proveedores homologados'. Mercado más accesible que los tier-1 globales (más PYMEs). Email recepción - pedir Dpto. Compras / Homologación. Requerirá: RGSEAA, HACCP, ISO 22000 deseable, fichas técnicas, EAN, muestras, auditoría planta posible, formulario homologación interno.",3,mediterranea-group.com + alimarket,Частично,3,2026-05-28,,,,,Круглый год
R314,Готовый,Конечный-Кейтеринг (Eventos),Newrest Servair SL - Newrest Barcelona,"C/ Conca de Barberà, 8-14, Polígono Mas Blau II",El Prat de Llobregat (Barcelona),+34 934 792 950,bcn.viporders@newrest.eu,https://www.newrest.eu/unit/barcelona/,"Cocina central inflight + tren + business aviation; 9.850 m², 20.000 menús/día desde 1991. Vector relevante: pan plano para wraps de aerolíneas low-cost (buy-on-board). Sin portal público proveedores - contactar a través de formulario web Newrest Group. Requerirá: HACCP/ISO 22000 estrictos por entorno aéreo, RGSEAA, fichas técnicas, vida útil prolongada (shelf-life crítico), certificación allergens UE-1169, EAN, capacidad volumen alto.",4,newrest.eu + paginasamarillas,Частично,3,2026-05-28,,,,,Круглый год
R315,Готовый,Конечный-Кейтеринг (Corporativo),GastroFira (Fira Barcelona) - Catering oficial recintos,"Av. Reina Maria Cristina, s/n (Recinte Montjuïc) + Av. Joan Carles I 64 (Gran Via, L'Hospitalet)",L'Hospitalet de Llobregat / Barcelona,+34 932 332 000,gastrofira@firabarcelona.com,https://www.gastrofira.com/,"Servicio oficial de catering Fira Barcelona; 40+ outlets en Gran Via, 6 en Montjuïc. Atiende ferias internacionales (MWC, ISE, Alimentaria, Smart City). Compras gestionadas por Fira Barcelona. Sin portal específico food proveedores; alta vía formulario contacto + presentación comercial. Volumen alto pero estacional según calendario ferias. Requerirá: RGSEAA, HACCP, fichas técnicas, EAN, fiabilidad logística (entregas precisas durante ferias), capacidad para grandes pedidos puntuales.",4,gastrofira.com + firabarcelona.com,Частично,3,2026-05-28,,,,,Круглый год
R316,Готовый,Конечный-Кейтеринг (Eventos),Moncho's Catering,Travessera de Gràcia 44-46,Barcelona,+34 934 155 665,catering@monchos.es,https://monchoscatering.com/,"50 años en catering ferias y congresos en Barcelona; +70.000 personas/año. Trabaja MWC, ISE, Alimentaria, Seafood Expo. PYME catalana - decisión de compra más ágil que las multinacionales. Excelente fit para introducir lavash en coffee breaks, networking cocktails, finger food. Contacto directo por email comercial. Requerirá: RGSEAA, HACCP, fichas técnicas, EAN, muestras de degustación, capacidad respuesta para eventos puntuales.",5,monchoscatering.com + barcelonaconventionbureau.com,Частично,3,2026-05-28,,,,,Круглый год
R317,Готовый,Конечный-Кейтеринг (Eventos),21 de Marzo Catering Studio,"C/ Cobalto, 153",L'Hospitalet de Llobregat (Barcelona),+34 933 385 492,hola@21demarzo.com,https://21demarzo.com/,"Catering boutique de eventos y bodas en Barcelona (desde 2010); también opera en Fira Montjuïc. Línea plant-based y conceptual - alto fit para lavash artesano, productos diferenciados. PYME, decisión rápida. Email comercial directo a fundadores. Requerirá: RGSEAA, HACCP, ficha técnica, EAN, muestras, posiblemente historia/storytelling del producto.",5,21demarzo.com,Частично,3,2026-05-28,,,,,Круглый год
R318,Готовый,Конечный-Кейтеринг (Eventos),Singularis Catering,"Avda. Josep Tarradellas, 34, 7a planta",Barcelona,+34 934 904 144,info@singulariscatering.com,https://singulariscatering.com/,"Catering corporativo y de espacios singulares: Teatre Nacional de Catalunya, Liceu, FC Barcelona, Girona FC (VIP Hospitality), Auditori, MNAC, World Trade Center. Volumen alto y prestigio premium. PYME mediana - decisión más accesible que tier-1. Requerirá: RGSEAA, HACCP, fichas técnicas, EAN, muestras, capacidad estética/presentación cuidada del producto.",5,singulariscatering.com + eventoplus.com,Частично,3,2026-05-28,,,,,Круглый год
R319,Готовый,Конечный-Кейтеринг (Eventos),Grup Soteras - Soteras Catering SL,"Passeig de la Marina, 212",Castelldefels (Barcelona),+34 936 651 900,comercial@grup-soteras.com,https://www.grup-soteras.com/,"Grupo hotelero + catering en Castelldefels. Eventos empresa, congresos, comedores universitarios y escolares, formaciones, viajes incentivo. Email comercial directo. PYME catalana familiar - alta probabilidad de respuesta a propuesta artesanal. Requerirá: RGSEAA, HACCP, ficha técnica, EAN, muestras, posiblemente referencias locales.",5,grup-soteras.com,Частично,3,2026-05-28,,,,,Круглый год
R320,Готовый,Конечный-Кейтеринг (Eventos),Casanovas Catering & Espai Gastronomic SL,"Diputació, 80 (sede); puntos de cata: Calàbria 113, Via Augusta 269",Barcelona,+34 934 236 508,catering@casanovascatering.com,https://www.casanovascatering.com/,"Catering tradicional barcelonés con espacio gastronómico propio. Eventos corporate, bodas, grupos. PYME - acceso directo a fundadores. Filial cocina central en Martorell (+34 937 752 828, sonia@cateringcasanovas.com). Requerirá: RGSEAA, HACCP, fichas técnicas, EAN, muestras, fiabilidad entregas.",4,casanovascatering.com + empresite,Частично,3,2026-05-28,,,,,Круглый год
R321,Готовый,Конечный-Кейтеринг (Eventos),Sibaris Catering SL,"Avda. Corts Catalanes, 5-7, Nave 5",Sant Cugat del Vallès (Barcelona),+34 936 754 051,sibaris@sibariscatering.com,https://www.sibariscatering.com/,"Catering medio-alto BCN área metropolitana, eventos corporate y privados. PYME, accesible. Email comercial directo. Requerirá: RGSEAA, HACCP, ficha técnica, EAN, muestras.",4,einforma + sibariscatering.com,Частично,3,2026-05-28,,,,,Круглый год
R322,Готовый,Конечный-Кейтеринг (Local Girona),Mas Salvi Country Boutique Hotel - Eventos y Catering,Carmany s/n,Pals (Girona),+34 972 636 478,info@massalvi.com,https://www.massalvi.com/,"Hotel boutique + restaurante + espacio bodas y eventos (hasta 200 pax cocktail / 150 banquete) en Baix Empordà. Catering propio con cocina ejecutiva. Cercanía a Llloret - logística óptima (40 min). PYME, decisión directa con dirección. Menús desde 120 EUR/comensal - segmento premium. Requerirá: RGSEAA, ficha técnica, posibles muestras presentación, fiabilidad estacional alta temporada.",5,massalvi.com,Частично,3,2026-05-28,,,,,Круглый год
R323,Готовый,Конечный-Кейтеринг (Local Girona),Mas Marroch (El Celler de Can Roca - Roca Events),"Pla del Marroc, 6",Vilablareix (Girona),+34 972 394 234,restaurant@espaimasmarroch.com,https://www.cellercanroca.com/universo-roca/mas-marroch/,"Espacio de eventos icónico de los hermanos Roca (Celler de Can Roca - 3 estrellas Michelin). Banquetes, bodas, eventos corporate de alto perfil. Cocina ejecutiva propia. Una sola referencia aquí abre puertas a todo el universo Roca (Can Roca, Rocambolesc, Normal). Solicitar reunión con dirección + jefe cocina. Producto debe ser exquisito - storytelling artesanal de Lloret. Requerirá: producto excepcional, RGSEAA, HACCP, ficha técnica, capacidad reservada de Elena.",5,cellercanroca.com + costabravagironacb.com,Частично,3,2026-05-28,,,,,Круглый год
R324,Готовый,Конечный-Кейтеринг (Local Girona),Aroma Catering,"C/ Granada, 3",Sant Feliu de Guíxols (Girona),+34 972 323 610,info@aroma-catering.com,https://www.aroma-catering.com/,"Catering bodas + eventos empresa Costa Brava y Baix Empordà; cercanía directa a Lloret (15-20 km). PYME local con presencia activa en Instagram (@aromacatering.girona). ALTÍSIMO fit: cliente local, decisión rápida, mercado bodas Costa Brava donde el lavash artesano como guarnición / wraps de cocktail es novedad. Requerirá: ficha técnica, RGSEAA, muestras presentación, condiciones de pedido escalable.",5,aroma-catering.com + catering-costabrava.com,Частично,3,2026-05-28,,,,,Круглый год
R325,Готовый,Конечный-Кейтеринг (Local Girona),Catering Vilanova SL,"Carrer de l'Illa de Fuerteventura, 3",Girona,+34 972 228 383,info@cateringvilanova.com,https://cateringvilanova.com/,"Catering Girona capital, +35 años trayectoria; eventos empresa, comuniones, bodas. PYME catalana con horario L-V 8:00-16:00. Decisión directa con dirección. Fit alto para introducir como referencia local Costa Brava. Requerirá: ficha técnica, RGSEAA, posibles muestras, EAN.",5,einforma + cateringvilanova.com,Частично,3,2026-05-28,,,,,Круглый год
R326,Готовый,Конечный-Кейтеринг (Local Girona),Móngourmet (delicatessen + catering Restaurant Massana),"Carrer Abeuradors, 2",Girona,+34 972 411 660,info@mongourmet.cat,https://mongourmet.cat/,"Delicatessen gourmet + servicio catering avalado por Restaurant Massana (1 estrella Michelin de Girona). Venta retail gourmet (queso, embutido, productos selección) + catering eventos pequeños. Doble canal: producto en tienda + ingrediente catering. PYME premium accesible. Requerirá: posicionamiento premium claro, RGSEAA, ficha técnica, packaging cuidado, capacidad de producción ajustada (no industrial).",5,mongourmet.cat + paginasamarillas,Частично,3,2026-05-28,,,,,Круглый год
R327,Готовый,Конечный-Кейтеринг (Local Girona),Catering Carpediem (Alt Empordà),Figueres (consultar dirección exacta vía contacto),Figueres (Girona),Consultar vía web,info@cateringcarpediem.com,https://www.cateringcarpediem.com/,"Catering bodas + eventos empresa Alt Empordà desde 2004 (+20 años). PYME catalana familiar. Mercado de bodas Costa Brava norte. Fit alto - producto local artesano genera valor diferencial vs producto industrial. Telefono no encontrado en búsquedas - obtener vía formulario web. Requerirá: ficha técnica, RGSEAA, muestras, referencias locales.",4,cateringcarpediem.com,Частично,3,2026-05-28,,,,,Круглый год
R328,Готовый,Конечный-Кейтеринг (Eventos),Catering Boix de la Cerdanya SL,"Camí de Can Ametller, s/n",Sant Cugat del Vallès (Barcelona),+34 935 525 794,info@cateringboix.com,,"Catering catalán histórico (Boix - referencia gastronómica La Cerdanya/Pirineo); operación BCN área. PYME tradicional, decisión directa. Email no publicado abiertamente - canal teléfono. Mercado bodas + eventos corporate medio-alto. Requerirá: RGSEAA, HACCP, ficha técnica, EAN, muestras.",4,axesor + guiacatering,Частично,3,2026-05-28,,,,,Круглый год
R329,Готовый,Конечный-Кейтеринг (Local Girona),Montserrat Catering (Alt Empordà),Consultar vía web - Figueres / Alt Empordà,Figueres / Alt Empordà (Girona),Consultar vía web,info@montserratcatering.com,https://montserratcatering.com/es/,"Catering bodas + eventos empresa Girona y Alt Empordà. Combina gastronomía + decoración + organización personalizada. PYME catalana familiar. Fit alto producto local Costa Brava. Requerirá: ficha técnica, RGSEAA, muestras.",4,montserratcatering.com,Частично,3,2026-05-28,,,,,Круглый год
R330,Готовый,Конечный-Кейтеринг (Eventos),La Taverna del Mar - Catering S'Agaró,Platja de Sant Pol,S'Agaró - Sant Feliu de Guíxols (Girona),+34 972 821 669,restaurant@latavernadelmar.cat,https://www.latavernadelmar.cat/,"Restaurante con servicio catering en zona Sant Pol / S'Agaró - mismo cinturón Lloret. Eventos bodas, corporate de pequeño-medio formato en Costa Brava sur. PYME local. Requerirá: ficha técnica, RGSEAA, muestras.",5,latavernadelmar.cat + tripadvisor,Частично,3,2026-05-28,,,,,Круглый год
R331,Готовый,Конечный-Кейтеринг (Local Girona),Catering Castell de Peralada (operado por Petits Fogons / equipo Castell de Peralada),Castell de Peralada,Peralada (Girona),+34 972 538 287,info@castellperalada.com,https://www.castellperalada.com/,"Castillo histórico con casino + restaurante + eventos privados de alto perfil (festival ópera Peralada). Catering eventos premium Alt Empordà. PYME premium - decisión vía dirección eventos. Fit alto para producto gourmet local Costa Brava. Requerirá: ficha técnica, RGSEAA, HACCP, presentación cuidada, capacidad estacional.",4,castellperalada.com,Частично,3,2026-05-28,,,,,Круглый год
R332,Готовый,Конечный-Кейтеринг (Eventos),Catering Cal Blay (Sant Sadurní d'Anoia / Penedès),"Carrer Talavera, 24",Sant Sadurní d'Anoia (Barcelona),+34 938 910 022,info@calblay.com,https://calblay.com/,"Catering corporativo + bodas región Penedès (cinturón cava Barcelona-Tarragona). PYME catalana referente eventos vinícolas y corporate. Decisión directa con dirección. Requerirá: RGSEAA, HACCP, ficha técnica, EAN, muestras.",3,calblay.com + roblerag,Частично,3,2026-05-28,,,,,Круглый год
R333,Опт,Опт-Ship Chandler Барселона,Barcelona Europe Supply S.L.,"C/Enric Prat de la Riba 12, Pol. Ind. Salas",Sant Boi de Llobregat (BCN),+34 93 337 2370,info@bcneuropesupply.com,https://bcneuropesupply.com,"ISSA member. Especializada en aprovisionamiento, almacenaje y distribucion de alimentacion para cruceros. Productos frescos y congelados. Almacen en poligono industrial BCN cerca de Mercabarna. Solucion verticalmente integrada: storage + provisioning + reparto a buques. Departamento de Compras tiene formulario dedicado. Requiere HACCP minimo + posiblemente IFS/BRCGS para listado como food supplier de cruceros.",5,bcneuropesupply.com / shipsupply.org / Memoria Port Tarragona 2023,Частично,2,2026-05-28,,,,,Круглый год
R334,Опт,Опт-Ship Chandler Барселона,EMS Ship Supply Spain S.A. (Eitzen Maritime Services / Seven Seas Group),"Moll de Sant Bertran 4 (Naves 1-2 Tinglado 3), Puerto",Barcelona 08039,+34 934 43 97 97,supply.spain@sevenseasgroup.com,https://sevenseasgroup.com,"Parte de Seven Seas Group (uno de mayores ship suppliers mundiales). Oficina DENTRO del puerto BCN - Moll de Sant Bertran. General supplier: provisions, mooring ropes, safety, deck/engine. Sirve a cruceros y mercantes. Procurement food centralizado a nivel grupo - dificil entrar como nuevo proveedor pero alto volumen si entras. Requiere HACCP, trazabilidad lote, ISO 22000 deseable.",5,europages.co.uk / mycruiseship.info / sevenseasgroup.com,Частично,2,2026-05-28,,,,,Круглый год
R335,Опт,Опт-Ship Chandler Барселона,Velumar Ship Suppliers S.L.,Carrer Femades 32,L'Hospitalet de Llobregat (BCN) 08907,+34 93 335 8294 / +34 602 65 93 90,info@velumar.com,https://velumar.com,"ISSA member. Head office en BCN metropolitano. Especializada en provisions, bonded stores y technical stores. Tamano mediano - mas accesible para nuevo proveedor que multinacionales. Activo en reclutamiento (publican vacantes de chofer en JobToday). Distancia a Lloret ~80 km - logistica viable. Pedir cita comercial con direccion de compras.",5,velumar.com / shipsupply.org / einforma.com,Частично,2,2026-05-28,,,,,Круглый год
R336,Опт,Опт-Ship Chandler Барселона,Mare Nostrum Supply S.L.,Carrer d'Arago 29,El Prat de Llobregat (BCN),,info@marenostrumsl.com (probable - sin confirmar),https://www.marenostrumsl.com,"Empresa familiar. Ubicada en El Prat (cerca de aeropuerto BCN y puerto). Sirve cruceros y mercantes. Productos: frozen, refrigerated, dry goods + cabin/bonded/deck/engine stores. Tamano pequeno-mediano = entrada potencialmente mas viable. Web Wix con formulario de contacto. Familia = decisiones rapidas pero conservadoras.",5,marenostrumsl.com / theshipmarket.com / portvendor.com,Частично,2,2026-05-28,,,,,Круглый год
R337,Опт,Опт-Ship Chandler Барселона,Nautichandler Barcelona,Paseo Juan de Borbon 80 Local H,Barcelona 08039,+34 937 824 274,bcn@nautichandler.com,https://nautichandler.com,"Grupo Nautichandler desde 1971 (Mallorca + BCN + Vilanova). Mas orientado a yates/superyates y marina deportiva que cruceros grandes. Provisions, deck, hotel supplies. Ubicacion Port Vell BCN = cerca de marinas. Entrada viable para pan/lavash como producto deli-mediterraneo. HACCP requerido.",4,nautichandler.com / marinetraffic.com / ecoworksmarine.com,Частично,2,2026-05-28,,,,,Круглый год
R338,Опт,Опт-Ship Chandler Барселона,Albatros Shipping S.L.,"Passeig del Ferrocarril 335-337, 3o 3a",Castelldefels (BCN) 08860,+34 93 517 79 77 / +34 619 357 238,barcelona@albatros-shipping.com,https://albatros-shipping.com,"ISSA member. Head office Castelldefels (BCN sur, cerca de aeropuerto). Especializada en technical stores, safety, provisions, owner spare parts. Provisions NO es nucleo del negocio - mas tecnico. Vale la pena contactar pero menor probabilidad de pedido grande de pan. Sucursales: Algeciras, Tarragona, Valencia, Las Palmas.",4,albatros-shipping.com / shipsupply.org,Частично,2,2026-05-28,,,,,Круглый год
R339,Опт,Опт-Ship Chandler Барселона,Limani Supply Group S.L.,Sede Madrid - operaciones BCN via puerto,Madrid (sede) / Barcelona (operacion),+34 91 9011 849,info@limanisupply.com,https://www.limanisupply.com/ship-chandler-barcelona/,"ISSA member. Sede Madrid pero operacion completa en BCN (pagina dedicada Ship Chandler Barcelona). Provisions, deck, engine, cabin stores, pyrotechnics, safety, spare parts. Logistica nacional. Sirve cruceros en BCN. Procurement centralizado en Madrid - escribir a info@ con tarjeta del producto.",4,limanisupply.com / shipsupply.org,Частично,2,2026-05-28,,,,,Круглый год
R340,Опт,Опт-Ship Chandler Барселона,Barcelona International of Provisions S.L. (BIP),Barcelona puerto,Barcelona,,,,,"ISSA member - Head Office Barcelona. Especializada en drinks, liqueurs y tobacco. ISO 9001:2000 / ISO 9002. NO es supplier de alimentacion fresca - principalmente bebidas y bonded stores. Prioridad BAJA para lavash pero util conocer en mapa competitivo.",3,Частично,2,2026-05-28,,,,,Круглый год
R341,Опт,Опт-Ship Chandler Барселона,Bayport S.A. (Branch Barcelona),Barcelona - sucursal,Barcelona,,,https://bayport-supply.com,"ISSA member. Head office Cadiz, sucursales en BCN, Bilbao, Las Palmas, Valencia, Algeciras. Bayport es grande, sirve cruceros y comerciales. Entrar via sucursal BCN pero procurement food puede estar centralizado en Cadiz. Direccion BCN especifica no publicada en ISSA - buscar via marinetraffic o contacto directo.",4,shipsupply.org / marinetraffic.com / portcastello.com,Частично,2,2026-05-28,,,,,Круглый год
R342,Опт,Опт-Ship Chandler Барселона,EIS Maritimo S.A. (Branch Barcelona),Barcelona - sucursal,Barcelona,,,,,"ISSA member. Head office Madrid. Sucursales: BCN, Bilbao, Algeciras, Almeria, Valencia. General Ship Supplier - cubre provisions. Procurement centralizado Madrid probablemente. Tamano mediano - posible entrada.",4,Частично,2,2026-05-28,,,,,Круглый год
R343,Опт,Опт-Ship Chandler Барселона,Altimex S.L. (Travel Retail / Duty Free),Gava / Sant Boi de Llobregat zona,Gava (BCN),,,,"ISSA member - Head Office Barcelona. Especializada en cosmetics, alcohol, tobacco (no food). Mercado: travel retail / duty free / cruceros. NO es supplier de pan. Prioridad MUY BAJA. Mantener en mapa pero no contactar para lavash.",2,shipsupply.org / LinkedIn,Частично,2,2026-05-28,,,,,Круглый год
R344,Опт,Опт-Ship Chandler Барселона,Sutracel S.L.,Barcelona,Barcelona,+34 977 20 33 50,direccion@sutracel.com / lluisjr@sutracel.com,,ISSA member. Especializada en plastic-free single use products (no food). NO es supplier de alimentacion. Util como contacto secundario si entran al mercado tableware/embalaje.,2,shipsupply.org,Частично,2,2026-05-28,,,,,Круглый год
R345,Опт,Опт-Ship Chandler Барселона,Beauty Superbrands SLU,Barcelona,Barcelona,,,,"ISSA member - Head Office Barcelona. Fragrance, cosmetics, alcohol, tobacco. Wholesaler. NO food. Solo para mapa - no contactar para lavash.",1,shipsupply.org,Частично,2,2026-05-28,,,,,Круглый год
R346,Опт,Опт-Ship Chandler Барселона,Harpo Ship Suppliers S.L.,Muelle de Poniente (almacen 342 m2),Almeria (sirve toda Espana),,,https://harpoship.com,"ISSA member. Aunque sede en Almeria, su web indica que sirve TODOS los puertos espanoles incluido BCN. Provisions fresh/frozen/dry + bonded + spare parts. Logistica nacional. Util como segundo escalon si BCN-locales no responden.",3,harpoship.com / shipsupply.org / puertos.es,Частично,2,2026-05-28,,,,,Круглый год
R347,Опт,Опт-Круизный оператор,Autoridad Portuaria de Barcelona (Port de Barcelona),"Edificio Est World Trade Center, Moll de Barcelona s/n",Barcelona 08039,+34 93 306 88 00,info@portdebarcelona.cat,https://www.portdebarcelona.cat,"Gestor del puerto. NO compra alimentacion directamente pero gestiona terminales y permisos de acceso. Util para: (a) lista oficial de proveedores autorizados, (b) permisos de carga/descarga, (c) introduccion a operadores terminales. Punto de partida administrativo.",3,portdebarcelona.cat,Частично,2,2026-05-28,,,,,Круглый год
R348,Опт,Опт-Круизный оператор,Barcelona Cruise Port (Creuers del Port de Barcelona),Terminals A B C D E - Moll Adossat,Barcelona 08039,+34 93 295 91 00,info@bcncruiseport.com,https://bcncruiseport.com,Operador concesionario de terminales A/B/C/D (Adossat) + South Terminal (WTC). Gestiona los muelles donde atraca la mayoria de cruceros. NO compra food pero punto critico para coordinacion de entregas a bordo (slot de carga / permisos). Contactar para entender protocolo de ship delivery.,3,bcncruiseport.com / barcelona-tourist-guide.com,Частично,2,2026-05-28,,,,,Круглый год
R349,Опт,Опт-Круизный оператор,MSC Cruceros (MSC Cruises),"Procurement HQ: Avenue Eugene Pittard 16, Geneva",Geneva (Suiza) - oficina BCN para ventas,+41 22 595 39 00 (HQ),food.procurement@msccruises.com (general),https://www.msccruises.com,"Cruceros mas frecuentes en BCN (MSC World Europa, Grandiosa, Splendida, Meraviglia, Seaview, Explora). Procurement food/beverages centralizado en Ginebra y Napoles (Italia). Lista de proveedores aprobados cerrada - requiere supplier qualification multi-mes con HACCP/IFS/BRCGS + auditoria. Mejor entrar VIA ship chandler local BCN (CRU-001 a CRU-005) que directamente.",3,msccruises.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R350,Опт,Опт-Круизный оператор,Costa Crociere,Piazza Piccapietra 48,Genova (Italia) 16121,+39 010 5483 0,supplier@costacrociere.it,https://www.costacruises.com,Costa Smeralda Toscana Fascinosa Favolosa - frecuentes en BCN. Subsidiaria de Carnival Corp. Procurement Genova. Italianos = exigentes con producto mediterraneo autentico (puede ser oportunidad para lavash artesanal). Lista cerrada - via ship chandler local.,3,costacruises.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R351,Опт,Опт-Круизный оператор,Royal Caribbean International,1050 Caribbean Way,Miami FL 33132 (USA),+1 305 539 6000,supplier_relations@rccl.com,https://www.royalcaribbean.com,Harmony of the Seas Brilliance of the Seas - Mediterranean season BCN. Procurement Miami completamente centralizado. Programa Supplier Diversity pero requisitos altisimos: HACCP + SQF/BRCGS + auditoria USA + insurance USD 5M+. NO accesible directo para productor pequeno. Solo via chandler.,3,royalcaribbean.com / nclhltd.com (referencia industry standards),Частично,2,2026-05-28,,,,,Круглый год
R352,Опт,Опт-Круизный оператор,Norwegian Cruise Line (NCL),7665 Corporate Center Drive,Miami FL 33126 (USA),+1 305 436 4000,supplier@nclcorp.com,https://www.ncl.com,Norwegian Epic Dawn - homeport BCN parcial. Procurement Miami. NCL Holdings publica criterios: 75% seafood certificado MSC/MarineStewardship + responsable sourcing. Para nuevos proveedores food: programa de qualification 6-18 meses. Inaccesible directo - via Seven Seas Group (CRU-002) o Wrist.,3,nclhltd.com,Частично,2,2026-05-28,,,,,Круглый год
R353,Опт,Опт-Круизный оператор,Carnival Corporation (Carnival / Princess / Holland America / P&O / Cunard / AIDA),3655 NW 87th Avenue,Miami FL 33178 (USA),+1 305 599 2600,vendor.relations@carnival.com,https://www.carnivalcorp.com/vendors-suppliers/,Grupo Carnival opera multiples lineas que entran BCN: Costa (Italia) AIDA (Hamburgo) P&O Arvia Cunard Queen Victoria Princess Sun Princess. Procurement por marca pero compliance group: Carnival Responsible Sourcing Policy + Supplier Standards firma obligatoria + HACCP + auditoria. NO directo para PYME - solo via chandler.,3,carnivalcorp.com,Частично,2,2026-05-28,,,,,Круглый год
R354,Опт,Опт-Круизный оператор,TUI Cruises (Mein Schiff),Heidenkampsweg 58,Hamburg (Alemania) 20097,+49 40 600 01 50 00,einkauf@tuicruises.com,https://www.tuicruises.com,Mein Schiff 1 4 Relax - frecuentes BCN. Mercado aleman = exige certificacion bio/eco y trazabilidad estricta. Procurement Hamburgo. Cluster Mein Schiff usa proveedores europeos directos para algunos productos especiales - posible oportunidad pero requiere IFS Food alta clasificacion.,3,tuicruises.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R355,Опт,Опт-Круизный оператор,Virgin Voyages,3470 NW 82nd Avenue Suite 1000,Miami FL 33122 (USA),+1 954 829 7447,suppliers@virginvoyages.com,https://www.virginvoyages.com,Scarlet Lady Valiant Lady - homeport BCN. Linea joven (post 2020) - mas abierta a producto artesanal y storytelling. Procurement Miami pero programa de proveedores europeos en expansion. Comunicacion mas accesible que Carnival/RCL. HACCP + ISO 22000 minimo.,3,virginvoyages.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R356,Опт,Опт-Круизный оператор,Celebrity Cruises (RCL Group),1050 Caribbean Way,Miami FL 33132 (USA),+1 305 539 6000,supplier_relations@rccl.com,https://www.celebritycruises.com,Celebrity Ascent Equinox Xcel - BCN. Subsidiaria de Royal Caribbean - procurement comparte criterios con CRU-019. Posicionamiento premium = mejor margen para producto artesanal de calidad. Solo via chandler.,3,celebritycruises.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R357,Опт,Опт-Круизный оператор,Viking Cruises,5700 Canoga Avenue,Woodland Hills CA 91367 (USA),+1 818 227 1234,vendor@vikingcruises.com,https://www.vikingcruises.com,Viking Jupiter Mars Vesta - BCN. Mercado nordico/aleman. Procurement USA + europea. Premium / older demographic - alta atencion a calidad. Programa vendor centralizado.,3,vikingcruises.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R358,Опт,Опт-Круизный оператор,Oceania / Regent Seven Seas (NCLH luxury),7665 Corporate Center Drive,Miami FL 33126 (USA),+1 305 514 2300,procurement@oceaniacruises.com,https://www.oceaniacruises.com,Oceania Marina + Regent Seven Seas Voyager - BCN. Pertenecen a NCL Holdings (CRU-020). Posicionamiento ultra-premium / culinary. Mayor interes en producto artesanal pero criterios food safety = mismos que NCL. Programa Supplier Qualification 12+ meses.,3,nclhltd.com / cruisemapper.com,Частично,2,2026-05-28,,,,,Круглый год
R359,Институциональный,Институциональный-Школьное питание,Serunion (Grupo Elior),"Av. Diagonal 640, Edificio Cornerstone",Barcelona,902 360 030,nutricion360@serunion.elior.com,https://www.serunion.es,"Líder nacional: 1.600 colegios, 250.000 menús/día. Trabajan con proveedores locales y regionales. Acceso típicamente vía licitaciones públicas Generalitat. Sin portal abierto de alta de proveedor; contactar por nutricion360 o vía centralita corporativa Elior.",3,serunion.es,Частично,3,2026-05-28,,,,,Круглый год
R360,Институциональный,Институциональный-Школьное питание,Eurest / Scolarest (Compass Group España),"Calle Frederic Mompou, 5, Sant Just Desvern",Barcelona,915 425 339,info@compass-group.es,https://compass-group.es,Compass Group con dos marcas relevantes: Eurest (empresas) y Scolarest (educación). Eurest Catalunya gestiona colectividades en la región. Tienen Código de Conducta de Proveedores publicado pero alta vía contacto comercial central.,3,compass-group.es,Частично,3,2026-05-28,,,,,Круглый год
R361,Институциональный,Catering Escolar/Hospitalario,Mediterránea Group (Mediterránea de Catering),Arroyo del Soto 17,Madrid,916 404 745,info@mediterranea-group.com,https://www.mediterranea-group.com,"[ДУБЛИКАТ → СЛИТ С R313] Especializada en hospitales, residencias y educación. Más de 30 años. Tienen división Health Division para hospitales. Para incidencias colegios: 662 865 210. Contacto comercial vía formulario web.",3,mediterranea-group.com,Дубликат,3,2026-05-28,,,,,Круглый год
R362,Институциональный,Catering Hospitalario/Escolar,ARCASA (Catering Arcasa S.L.),"C/ Gaspar Fábregas 81, 3ª planta, Edificio Il.lumina, 08950 Esplugues de Llobregat",Esplugues de Llobregat (Barcelona),935 148 980,info@arcasa.es,https://www.arcasa.es,"Líder catalán en restauración hospitalaria. 60 puntos de servicio, 60.000 menús/día. Adquirieron COMBI en 2018 para reforzar escolar. Contacto vía web; proveedor habitual de la red sanitaria catalana.",3,arcasa.es,Частично,3,2026-05-28,,,,,Круглый год
