ID,Categoria,Nombre,Direccion,Ciudad,Telefono,Email,Sitio,Notas,Prioridad,Fuente,Verificado,Confianza,Fecha_Verificacion,Fuente_Verificacion,Halal_Required,Cold_Chain_Confirmed,Current_Lavash_Supplier,Temporada
R131,Lloret Kebab/Shawarma,Turkish Diner,"Carrer Abat Oliba, 3, 08380",Malgrat de Mar,,,https://just-eat.es,"Турецкий. ВНИМАНИЕ: фактически в Malgrat de Mar, не в Lloret. Доставляет в Lloret. Just Eat Lloret кебаб.",4,ubereats,Si,4,2026-05-28,https://www.just-eat.es/en/takeaway/blanes/comida-turca,Probable,,Probable,Año redondo
R132,Lloret Kebab/Shawarma,Turkish Halal Food,требует верификации,Lloret zona,,,,Турецкий халяль. На UberEats Lloret (Too far to deliver — возможно граница зоны).,4,ubereats,Parcial,2,2026-05-28,https://www.ubereats.com/es-en/dish/lloret-de-mar-es-ct/doner-kebab,Probable,,Probable,Año redondo
R133,Lloret Kebab/Shawarma,Turca King Kebab,требует верификации,Lloret de Mar,,,https://ubereats.com/store/turca-king-kebab,Турецкий. Подтверждён в Lloret de Mar (UberEats официальная страница магазина).,3,ubereats,Si,4,2026-05-28,https://www.ubereats.com/es-en/store/turca-king-kebab/wOhgzHhPWpa1aFwfyZSWmA,Probable,,Probable,Estacional (mayor flujo en verano)
R134,Lloret Kebab/Shawarma,El Sabor (Halal),требует верификации,Lloret de Mar,,,https://ubereats.com/es/store/el-sabor,Халяль. Подтверждён UberEats Lloret. Меню Durum Kebab Mixta 8.50€ — Halal.,4,ubereats,Si,4,2026-05-28,https://www.ubereats.com/es/store/el-sabor/OBe1za53WMSqtFYu8MG2fA,Probable,,Probable,Estacional (mayor flujo en verano)
R080,Halal/Carniceria Lloret,Carnicería Halal Fátima,"Carrer de Girona, 11, 17310",Lloret de Mar,+34 631 464 370,info@carniceriafatimalloret.com,https://carniceriafatimalloret.com,Лучшая халяль-мясная в Льорете. Супермаркет арабских/мусульманских товаров. 10+ лет работы. Местный КЛИЕНТ №1 для лаваша. Открыты ежедневно 9-15 и 17-22.,5,carniceriafatimalloret.com,Si,5,2026-05-28,https://carniceriafatimalloret.com/,Si,,,Estacional (mayor flujo en verano)
R081,Halal/Carniceria Lloret,Carnicería Halal El Molí,"Av. de Vidreres, 122, 17310",Lloret de Mar,+34 640 346 020,,https://carniceria-halal-elmoli-lloret-de-mar.negocio.site,Халяль-мясная Льорет. Оценка 9.2/10. Доставка на дом. Принимает Too Good To Go (пакеты-сюрпризы 3.99€).,5,enlloret.com,Si,5,2026-05-28,https://www.botiguesdecatalunya.cat/es/tiendas/carniceria/lloret-de-mar,Si,,,Estacional (mayor flujo en verano)
R082,Halal/Carniceria Lloret,Carnicería Halal Souliman,"Carrer del Carme, 14, 17310",Lloret de Mar,+34 698 273 446,,,Халяль Льорет. Подтверждено в каталоге botiguesdecatalunya.cat.,5,botiguesdecatalunya,Si,5,2026-05-28,https://www.botiguesdecatalunya.cat/es/tiendas/carniceria/lloret-de-mar,Si,,,Estacional (mayor flujo en verano)
R083,Halal/Carniceria Lloret,Carnicería Al Mobaraka,"Carrer de l'Oliva, 51, 17310",Lloret de Mar,+34 631 17 95 34,,,Халяль Льорет. Подтверждено botiguesdecatalunya.cat.,5,botiguesdecatalunya,Si,4,2026-05-28,https://www.botiguesdecatalunya.cat/es/tiendas/carniceria/lloret-de-mar,Si,,,Estacional (mayor flujo en verano)
R084,Halal/Carniceria Lloret,Carnicería Salam y Supermercado,"Carrer de Narcís Fors, 10, 17310",Lloret de Mar,+34 632 986 579,,,Халяль + супермаркет арабских продуктов. Двойная цель. | ДУБЛИКАТ записан как R087 (Carnisseria Assalam) — данные слиты сюда.,5,botiguesdecatalunya,Si,4,2026-05-28,botiguesdecatalunya,Si,,,Estacional (mayor flujo en verano)
R085,Halal/Carniceria Lloret,Bouchrie Al Badr Halal,"Carrer de Sant Josep, 17310",Lloret de Mar,+34 631 850 611,,,Халяль.,5,carniceriaespana.com,Parcial,3,2026-05-28,carniceriaespana.com,Si,,,Estacional (mayor flujo en verano)
R086,Halal/Carniceria Lloret,Boucherie Halal Amir,"33, Carrer de Riu de la Plata, 31, 17310",Lloret de Mar,+34 682 869 843,,,Халяль.,5,carniceriaespana.com,Parcial,3,2026-05-28,carniceriaespana.com,Si,,,Estacional (mayor flujo en verano)
R087,Halal/Carniceria Lloret,Carnisseria Assalam,"Carrer de Narcís Fors, 10, 17310",Lloret de Mar,,,,СЛИТО С ID R084 (Carnicería Salam y Supermercado) — этот адрес/название дублируется. Халяль. Возможно дубликат с Carnicería Salam (тот же адрес Narcís Fors 10).,5,publicaton,Parcial,2,2026-05-28,not found,Si,,,Estacional (mayor flujo en verano)
R135,Tossa Kebab,Pita Döner Kebab Halal Food,"Carrer Barcelona, 17, bajos 5, 17320",Tossa de Mar,+34 632 64 92 97,,,"Турецкий кебаб халяль в Тосса. Перед Hotel Don Juan. ~30 мин от Льорета. Подтверждено Tripadvisor, restaurantguru.",5,wanderlog,Si,5,2026-05-28,https://www.tripadvisor.co.uk/Restaurant_Review-g230087-d8280321-Reviews-Pita_Doner_Kebab_Halal_Food-Tossa_de_Mar,Probable,,,Año redondo
R136,Tossa Kebab,Kebab Pizzería i Braseria Catalunya,требует верификации,Tossa/Lloret,,,,Кебаб+пицца. Возможно та же точка что Cataluña Kebab Pizzería (R126) в Palafolls/Santa Susanna зоне.,4,ubereats,Parcial,2,2026-05-28,https://www.ubereats.com/es-en/dish/palafolls-es-ct/marinara-pizza,Probable,,,Año redondo
R137,Blanes Kebab/Halal,Tot Brassa Blanes,требует верификации,Blanes,,,,Халяль ресторан в Бланесе. ~20 мин от Льорета. На UberEats не подтверждён — название не найдено в поиске.,5,ubereats,Parcial,1,2026-05-28,not found,Si,,,Año redondo
R138,Blanes Kebab/Halal,Foster's Hollywood Blanes,"Avda. de Europa, 40, 17300",Blanes,,,https://fostershollywood.es,Не халяль но крупная точка сети. Подтверждено carta.menu.,2,ubereats,Si,4,2026-05-28,https://carta.menu/list/12493847/restaurantes-blanes,Si,,,Año redondo
R139,Blanes Kebab/Halal,DIA (DE BLANES KM 10.400),KM 10.400,Blanes,,,,Сетевой супер. Тяжело попасть напрямую но возможно.,2,ubereats,Parcial,2,2026-05-28,not found,Si,,,Año redondo
R140,Calella/Pineda Kebab,Pizza Rica Kabab Calella,"Calle Jovara, 337, 08370",Calella,+34 931 19 66 28,,https://paginasamarillas.es,"Кебаб-пицца. Подтверждено Páginas Amarillas, Cylex.",4,ubereats,Si,5,2026-05-28,https://www.paginasamarillas.es/f/calella/pizza-rica-kabab_302953237_000000001.html,Probable,,,Año redondo
R141,Calella/Pineda Kebab,Top Pizza Malgrat,"Carrer Abat Oliba, 3, 08380",Malgrat de Mar,,,https://ubereats.com/store/top-pizza-malgrat,"Пиццерия. Тот же адрес что Turkish Diner — возможно одна локация. UberEats, Just Eat.",3,ubereats,Si,4,2026-05-28,https://menuweb.menu/restaurants/malgrat-de-mar/top-pizza-malgrat,Probable,,,Año redondo
R142,Calella/Pineda Kebab,Luna de Anatolia Pineda,"Passeig Diputació, 6",Pineda de Mar,,,https://just-eat.es,Турецкая. Берут лаваш. Тел нужно дополнить. Подтверждено Tripadvisor/Gastroranking.,4,ubereats,Si,4,2026-05-28,https://gastroranking.es/r/luna-de-anatolia_169291/,Probable,,,Año redondo
R143,Sant Feliu Kebab,Guíxols Kebab,"Av. de Catalunya, 79, 17220",Sant Feliu de Guíxols,+34 972 07 99 65,guixolskebab@hotmail.com,,Кебаб+пиццерия. ~30 мин от Льорета. Средний чек 10€. Подтверждено visitguixols.com (официальный туризм).,4,ubereats,Si,5,2026-05-28,https://www.visitguixols.com/en/where-to-eat/restaurants-en/22202-la-locanda-di-nonna-flo-5.html,Probable,,,Año redondo
R144,Girona Kebab,The Kebab Lab (Girona),Girona,Girona,+34 972 947 025,,,Кебаб в Жироне. Современный дизайн. Instagram @TheKebabLab.,4,ubereats,Si,4,2026-05-28,https://www.instagram.com/p/DM8H2ZnMFpZ/,Probable,,,Año redondo
R145,Girona Kebab,Turkish Pizza Kebab & French Tacos,"Carrer de Riu de la Plata, 26, 17310",Lloret de Mar,,,,СЛИТО С ID R104 (Turco Pizza Kebab y Taco Francés) — этот адрес/название дублируется. ВНИМАНИЕ: помечен как Girona но фактически в Lloret de Mar (Riu de la Plata 26). Турецкая пицца+кебаб. Рейтинг 3.2.,4,ubereats,Si,5,2026-05-28,https://menustic.com/spain/restaurant-menus-in-lloret-de-mar,Probable,,,Estacional (mayor flujo en verano)
R146,Girona Kebab,AMIGO DONER KEBAB,"Joaquín Costa, 54 bajo, 08001",Barcelona,,,,"Кебаб в БСН Raval. Кухня libanesa. Подтверждено Páginas Amarillas, Yelp, La Carte.",3,paginasamarillas,Si,5,2026-05-28,https://www.paginasamarillas.es/f/barcelona/amigo-doner-kebab_021218078_000000001.html,Probable,,,Año redondo
R147,Halal/Arab BSN,Mercat Àrab Carnisseria i Alimentació,"Carrer de l'Hospital, 107, 08001",Barcelona,,,https://sawcer.com,Халяль + персидские/турецкие/марокканские/ливанские/египетские продукты. Самая крупная мульти-этнич арабская лавка центра БСН. Топ-цель.,5,sawcer.com,Si,5,2026-05-28,https://www.sawcer.com/es/mercat-arab-carnisseria-i-alimentacio/,Si,,,Año redondo
R148,Halal/Arab BSN,Carniseria Les Mil i Una Nits,"C/ Sant Miquel, 25, 08003",Barcelona,,,https://acib.cat,Халяль для ресторанов и хостелерии. Поставщики мяса в HORECA. Стратегич партнёр. Подтверждено ACIB Barceloneta.,5,acib.cat,Si,5,2026-05-28,https://www.acib.cat/es/socio/carnisseria-les-mil-i-una-nits,Si,,,Año redondo
R149,Halal/Arab BSN,Carnicería Al-Baraka Halal,"Carrer Diputació, 24, 08160",Montmeló,+34 931 449 869,,https://albarakahalal.com,Халяль-карникерия. Онлайн-продажи + доставка по Испании. Часы 10-21 пн-сб. Подтверждено сайт + ZoomInfo.,4,albarakahalal.com,Si,5,2026-05-28,https://albarakahalal.com/pages/contact,Si,,,Año redondo
R150,Halal/Arab Catalonia,Alimentación Ayhab,"C/ 26 de Enero, 38",Barcelona,+34 93 332 11 08 / +34 669 332 002,,,Болгарский супермаркет. Подтверждено degustandobarcelona.,3,degustandobarcelona,Si,4,2026-05-28,http://degustandobarcelona.blogspot.com/2010/04/tiendas-de-alimentacion-internacionales.html,Si,,,Año redondo
R151,Halal/Arab Catalonia,Paprika Gourmet,"Carrer de Lepant, 311, 08025",Barcelona,+34 934 335 709,,,"Венгерские продукты. Близкая ниша - чёрный хлеб, питы. Deli & Bistro. Подтверждено El Periódico, traveltohungary.com.",3,degustandobarcelona,Si,5,2026-05-28,https://traveltohungary.com/es/noticias/tienda-hungara-en-barcelona/3062/,Si,,,Año redondo
R152,Halal/Arab Catalonia,Magazin Unirea,"Carrer de Provença, 12, 08029",Barcelona,+34 635 369 788,,,"Румынский магазин. Cash&Carry + Cofetărie. Подтверждено magazineromanesti.eu, elrumanol.es (рейтинг 4.9).",2,degustandobarcelona,Si,5,2026-05-28,https://www.magazineromanesti.eu/Spania/c/magazine-romanesti,Si,,,Año redondo
R042,Armenian Shop/Rest,Alimentació Ètnica d'Armènia (Arayi),"Carrer de Garcilaso, 23, 08025",Barcelona,+34 931 970 205 / +34 633 872 525,arayialimentacionetnica@gmail.com,https://facebook.com/p/Arayi-El-Gust-dArmenia-Barcelona-100039501591257,"Армянский этно-магазин ""El Gust d'Armenia"" в Сан-Андреу. Владелец армянской диаспоры. Прямой целевой клиент №1 для дистрибуции лаваша - продаёт армянские продукты, нужен свежий лаваш. Часы: пн-вт 10-15/17-21, ср 10-15. Маленький объём, но идеальная точка входа для бренда.",5,waze.com / miatsir.net,Si,5,2026-05-28,WebSearch + Facebook + Waze + miatsir.net,,,,Año redondo
R043,Armenian Restaurant,Tapan Restaurant,"Carrer del Tenor Masini, 96, 08028",Barcelona,+34 603 941 100,,,"Армяно-кавказский ресторан в Сантс-Монжуик. Меню: армянская и грузинская кухня (хачапури, шашлык, гата). Часы 13:00-23:30, выходной понедельник. TheFork 9.4/10 (food 9.5, service 9.4), TripAdvisor отзывы положительные. Live music пт-сб. Лаваш используется ежедневно - ключевой клиент.[DOUBLE_CHECK 28.05.2026] tapan.es НЕ работает (запаркован на Hostinger). Тел требует звонка-верификации.",5,tripadvisor / thefork / tapan.es,Si,4,2026-05-28,TheFork + TripAdvisor + tapan.es,,,Probable,Año redondo
R044,Armenian Restaurant,Tapan Fast Food de Brasa,"Carrer de Provença, 9, 08029",Barcelona,,,https://thefork.com/restaurant/tapan-fast-food-de-brasa-r851034 / https://instagram.com/tapan_fastfood,"Вторая локация Tapan - фастфуд на гриле. Eixample, район Provença. Армяно-грузинская кухня в формате fast food (kebab, на гриле). Большой объём лаваша требуется - расход выше чем у основного ресторана. Доставка через Uber Eats, Glovo. Тот же владелец что и Tapan ресторан.",5,thefork / ubereats / instagram,Si,4,2026-05-28,TheFork + UberEats + Instagram @tapan_fastfood,,,Probable,Año redondo
R045,Armenian Restaurant,Mana'm,"Carrer dels Àngels, 3, 08001",Barcelona,,,"https://thefork.es (поиск """"Mana'm"""")","Армянский ресторан в Раваль. Шеф-повар Tatevik Arakelyan (армянка). Средняя цена 18€. В меню хумус, оливки, маринованная мелкая рыба - средиземноморско-армянская кухня. Вегетарианские опции. Лаваш используется. Хорошая точка для пилота.",5,thefork,Si,4,2026-05-28,TheFork France/Spain,,,Probable,Año redondo
R046,Armenian Project,Araxi Aperitivos Armenios,Доставка по Барселоне (без физ. адреса),Barcelona,Instagram DM @araxi.armenia,,https://instagram.com/araxi.armenia,"Армянский фуд-проект Florentina Israelian (дочь армянской диаспоры из Аргентины). Доставка боксов с традиц блюдами (сарма, хумус, мухаммара, бабагануш). На данный момент IG помечен ""CLOSED TEMPORARILY"" (630 подписчиков). Возможна коллаборация когда возобновят. Маленький объём, но имиджевая точка.",4,plateselector.com / instagram,Si,3,2026-05-28,Plateselector.com + Instagram + Facebook,,,,Año redondo
R047,Armenian/Caucasian Restaurant,Restaurante Lavash,"Carrer de Mallorca, 287, 08037",Barcelona,+34 722 502 356,,https://linktr.ee/lavash.bcn / https://instagram.com/lavash.bcn,Ресторан с названием LAVASH в Эшампле. Кавказская кухня - грузинская армянская региональная (гриль на углях домашние закуски печёные специальности). Часы 13:15-22:30 ежедневно. Доставка UberEats и Glovo. Прямой партнёр/конкурент по теме лаваша - возможно покупают у внешнего производителя. Критически важно подойти первыми.,5,ubereats / tripadvisor / thefork,Si,5,2026-05-28,UberEats + TripAdvisor + TheFork + linktr.ee,,,,Año redondo
R048,Georgian Restaurant,Kinza Born,"Carrer dels Banys Vells, 15, 08003",Barcelona,+34 931 060 466,info@kinzabcn.es,https://kinzabcn.es,Флагман грузинских ресторанов в БСН в Эль Борн. Часы 13:00-01:00 (пт-сб до 03:00). TripAdvisor 4.4/5 (124 отзыва) ранг #1273/9325. Цена 5-38€. Грузинская кухня (хачапури хинкали кубдари михловани шашлык). Высокий объём грузинского лаваша/шоти - ключевой клиент. Часть сети из 3 точек в Каталонии плюс Мадрид.,5,kinzabcn.es / tripadvisor,Si,5,2026-05-28,TripAdvisor + kinzabcn.es + Facebook,,,Probable,Año redondo
R049,Georgian Restaurant,Kinza Aribau,"Carrer d'Aribau, 179, 08036",Barcelona,+34 934 830 865 / +34 623 986 716,info@kinzabcn.es,https://kinzabcn.es/aribau,Вторая точка Kinza. Часы до 01:30 пт-сб. TripAdvisor 3.6/5 (8 отзывов меньше точка моложе). Большие порции и постоянный поток лаваша/шоти. Тот же владелец что Kinza Born. Заказ лаваша синхронизирован между точками - удобная логистика.,5,kinzabcn.es / tripadvisor,Si,5,2026-05-28,TripAdvisor + kinzabcn.es + TikTok,,,Probable,Año redondo
R050,Georgian Restaurant,Kinza Villa Castelldefels,"Calle 12, 25, 08860",Castelldefels,+34 613 099 837,info@kinzabcn.es,https://kinzabcn.es,Третья точка Kinza в Каталонии. Адрес также Carrer del Dr. Barraquer 19-21. Грузинская кухня. Сеть Kinza - единый поставщик удобен. Точка вне Барсы (Кастельдефелс) - может быть барьер по логистике но возможность централизованной поставки через Kinza Born.,5,kinzabcn.es / tripadvisor,Si,4,2026-05-28,TripAdvisor + autoreserve + Facebook,,,Probable,Año redondo
R051,Georgian Restaurant,Supra Barcelona,"Carrer de València, 246, 08007",Barcelona,+34 932 434 068,restaurante@suprabarcelona.com,https://suprabarcelona.com,Грузинский ресторан Mode в Эшампле между Balmes и Rambla de Catalunya. Live shows традиц музыка и танцы каждый вечер. TripAdvisor 90+ отзывов ранг #1594 Certificate of Excellence. Цена $$ (20-40€). Аджарули хачапури - покупают много лаваша и шоти. ВТОРОЙ по важности грузинский клиент после Kinza.,5,suprabarcelona.com / tripadvisor,Si,5,2026-05-28,TripAdvisor + suprabarcelona.com + bcnrestaurantes.com,,,Probable,Año redondo
R052,Georgian Restaurant,Tiflis Restaurant,"Carrer del Consell de Cent, 487, 08007",Barcelona,+34 631 489 757,,https://tiflisbarcelona.com,Грузинский ресторан рядом с Саграда Фамилья (метро L2 Monumental). Часы вс-чт 11:30-00:00 пт-сб 11:30-00:30 - АКТИВНО ОТКРЫТ (не закрыт). Один из немногих грузинских в Барсе разнообразное меню. Live music современная эстетика. Лаваш ежедневно.,4,tiflisbarcelona.com / tripadvisor,Si,4,2026-05-28,TripAdvisor + tiflisbarcelona.com + Waze + Facebook,,,Probable,Año redondo
R053,Georgian Restaurant,Chveni Bcn,"Carrer d'Escòcia, 71, 08016",Barcelona,+34 612 536 258,,https://chveni.menufyy.com,"Грузинский ресторан в Ноу Баррис. Аутентичная грузинская кухня (хинкали грузинские вина). Часы 13:00-23:00. Хорошая репутация ""warm service great atmosphere unbeatable prices"". Доставка/такеавей. Лаваш ежедневно. Менее объёмная точка чем Kinza/Supra но настоящие грузины.",4,chveni.menufyy.com / tripadvisor,Si,4,2026-05-28,TripAdvisor + chveni.menufyy.com + Instagram + RestaurantGuru,,,Probable,Año redondo
R054,Georgian Restaurant,La Illau Imeruli,"Carrer d'Hondures, 60, 08027",Barcelona,+34 935 358 100,,https://nicelocal.es (поиск La Illau Imeruli),Маленький грузинский ресторан рядом со станцией La Sagrera. Адрес уточнён через Nicelocal. NiceLocal рейтинг 4.8. Аутентичная имеретинская кухня (Imeruli - регион Грузии). Скромный объём но настоящая грузинская точка.,3,restaurantguru.com / nicelocal.es,Si,3,2026-05-28,Nicelocal.es + RestaurantGuru,,,Probable,Año redondo
R055,Georgian Restaurant,Restaurant LLau,"Carrer de Sant Antoni Maria Claret, 500-502 (esquina C. d'Hondures), 08017",Barcelona,,,https://facebook.com/restaurantllau,Грузинский ресторан напротив метро La Sagrera. Угол с C. d'Hondures. До 23:30. Часть малой грузинской сцены БСН. Возможно ассоциирован с La Illau Imeruli (одна община). Меню Грузия. Активен на Facebook.,3,restaurantguru.com / buscaempresas.org,Si,3,2026-05-28,RestaurantGuru + Facebook + buscaempresas.org,,,Probable,Año redondo
R056,Iranian Shop/Rest,Nikomand Iranian Shop Persa,"Carrer de Blai, 43, 08004",Barcelona,+34 931 290 828 / +34 607 321 176,,https://nikomand.com,Иранский супермаркет в Поблесек (на туристической Carrer de Blai). Эксклюзивный представитель BADR в Испании/Португалии. Большой выбор: рис басмати/иранский шафран лавашак сухофрукты восточные сладости. Иранская община покупает много персидского лаваша (тонкий хлеб тип санджак/тафтун). Часы пн-сб 11-21 вс 15-20. ВЫСОКИЙ потенциал но нужен персидский профиль лаваша.,5,nikomand.com / tripadvisor,Si,5,2026-05-28,TripAdvisor + nikomand.com + Instagram @nikomand.bcn + Novacircle,,,,Año redondo
R057,Iranian Restaurant,Rincón Persa,"Calle Floridablanca, 85, 08015",Barcelona,+34 934 255 996 / +34 600 306 062,,https://rinconpersa.es,Иранский ресторан в Сант-Антони. Открыт 20+ лет. Часы вт-вс 12:00-23:00 пн закрыт. Танец живота пт-сб ~22:30. Иранское барбекю и кебабы. Лаваш обязателен ежедневно. Доставка/такеавей через Just Eat. Один из старейших иранских ресторанов БСН - стабильный объём.,5,rinconpersa.es / tripadvisor / facebook,Si,5,2026-05-28,Rinconpersa.es + TripAdvisor + Facebook + cityseeker,,,,Año redondo
R058,Iranian Restaurant,Restaurante Shiraz,"Carrer de Calàbria, 144, local, 08015 Eixample",Barcelona,+34 931 439 291,,https://restauranteshiraz.es,Иранский ресторан халяль в Эшампле (адрес уточнён - Calàbria 144 а не Floridablanca). Часы 12:30-23:30 ежедневно (по сайту) либо вт-ср закрыто (по др источнику). Персидская кухня иранская халяль (кебаб ченже шорба бастани). Без резерваций - порядок очереди. Лаваш обязателен.,5,restauranteshiraz.es,Si,5,2026-05-28,Restauranteshiraz.es + Yelp + bcnrestaurantes.com + Restauranteshalal.es,,,,Año redondo
R059,Lebanese/Arab Rest BSN,Aladdin Restaurante,"Av. de Gaudi, 50, Eixample, 08025",Barcelona,+34 934 463 467,,https://restaurantealaddin.com,"Libanes/arabe/marroqui cerca de Sagrada Familia. Pita propia (#pandepita en Insta), fatayer, falafel, kafta. Belly dance vie/sab 20h. Pita-bread - candidato a замене на лаваш для wraps/arayes.",5,tripadvisor,Si,5,2026-05-28,firecrawl+restaurantealaddin.com,Probable,,Probable,Año redondo
R060,Lebanese/Arab Rest BSN,Cafe Arabia (Arabia Cafe-Restaurant),"Carrer Verdi 16 bajo, Gracia, 08012",Barcelona,+34 933 025 955,,https://cafearabiabarcelona.com,Libanes Halal. ~1675 resenas TripAdvisor - крупнейший. Musica arabe en directo. Cocina libanesa/arabe-marroqui tradicional. Большие объёмы хлеба - топ-кандидат. | ДУБЛИКАТ записан как R073 (Cafe Arabia (duplicate Verdi 16)) — данные слиты сюда.,5,tripadvisor,Si,5,2026-05-28,firecrawl+cafearabiabarcelona.com,Probable,,Probable,Año redondo
R061,Lebanese/Arab Rest BSN,Restaurante Sannin,"Calle Encarnacion 44, 08024",Barcelona,,,https://restaurantelibanessannin.com,"Libanes семейный. Доставка + recogida. Just Eat partner. Hummus/baba ganush/falafel/shish kebab - всё с питой. Сайт - Just Eat shopfront, телефон не указан публично.",5,restaurantelibanessannin.com,Si,4,2026-05-28,firecrawl+justeat,Probable,,Probable,Año redondo
R062,Lebanese/Arab Rest BSN,Karakala,"Carrer Torrent de l'Olla, 136, Gracia, 08012",Barcelona,+34 930 180 807,,https://karakala.com,"Libanes/fenicio в Грасия. Платы из Ливана/Сирии/Туниса/Марокко. ~399 отзывов TripAdvisor #611. Сред.чек 25-35€. Меззе, шаварма, кускус.",4,paginasamarillas,Si,5,2026-05-28,bcnrestaurantes+karakala.com,Probable,,Probable,Año redondo
R063,Lebanese/Arab Rest BSN,Restaurante Reem Al Bawadi,"Via Laietana, 59, 08003",Barcelona,+34 934 121 313,,,"Libanes на Via Laietana. Oasis-themed + shisha bar. Открыт пн-чт 12-1:30, пт-сб 12-2:00. Высокий объём (ночные часы).",4,paginasamarillas,Si,5,2026-05-28,yelp+wanderlog,Probable,,Probable,Año redondo
R064,Lebanese/Arab Rest BSN,Fenicia,"Passeig Sant Antoni 9, Sants",Barcelona,+34 933 300 146,,https://fenicia.es,Libanes с 1997 в Сантс возле станции. 482 отзыва. Поздние заказы. Сред.чек ~20€.,4,tripadvisor,Si,5,2026-05-28,fenicia.es+websearch,Probable,,Probable,Año redondo
R065,Lebanese/Arab Rest BSN,Albe Barcelona,"Carrer de Mallorca, 196 bajos 2, 08036",Barcelona,+34 930 117 316,,https://albebarcelona.com,Libanes-cataluno gastrobar. Не фьюжн - своя интерпретация. Винная карта. Платы для шеринга. Средний-высокий сегмент.,4,inandoutbarcelona,Si,5,2026-05-28,albebarcelona.com+websearch,Probable,,Probable,Año redondo
R066,Lebanese/Arab Rest BSN,Mazah Restaurant,"Gran Via de les Corts Catalanes, 618, L'Eixample, 08007",Barcelona,+34 930 130 311,,https://mazahrestaurant.es,Libanes. Chef Amer. Menu ejecutivo 19.90€. Menu Ramadan/grupos. Belly dance show. 4.3/1887 Google reviews. Glovo+UberEats. WhatsApp +34 687 666 823. Arayes - наш хлеб!,4,mazahrestaurant.es,Si,5,2026-05-28,firecrawl+mazahrestaurant.es,Probable,,Probable,Año redondo
R067,Lebanese/Arab Rest BSN,Bar Restaurante Gardenia,"Calle Provenza, 546, Local 3, 08025",Barcelona,+34 612 431 834,bayanbarcelona8@gmail.com,https://barrestaurantegardenia.com,"Sirio-libano-mediterraneo. Открыт фев 2022. Bayan Sayed Atasi. Свежие/натуральные продукты, без процессированного. Постры артесанал сириос. Откр пн-чт 11:30-24:00, пт-сб 11:30-01:00.",4,barrestaurantegardenia.com,Si,5,2026-05-28,firecrawl+barrestaurantegardenia.com,Probable,,Probable,Año redondo
R068,Lebanese/Arab Rest BSN,ARWAD Restaurant Sirio (El Solet de Sants),"Passeig de Sant Antoni 15, 08014",Barcelona,+34 931 288 212,restaurantarwad@gmail.com,https://arwad.es,Sirio-libano в Сантс. Открыто пн-вс 12:00-00:00. Halal. Terraza + comedor privado. Menu del dia + carta. Brasas/bocadillos - candidate для лаваша.,4,arwad.es,Si,5,2026-05-28,firecrawl+arwad.es,Probable,,Probable,Año redondo
R069,Lebanese/Arab Rest BSN,La Caravana,"Carrer de Mozart, 15-16, Gracia, 08012",Barcelona,+34 934 151 771,,https://lacaravanabarcelona.com,Sirio 30+ лет в Грасия. Авторская пита для shawarma/falafel - готовят сами!! Знаменитая в городе. Сред.чек 11-12€/блюдо. Pita Shawarma/Falafel/Kafta 6.10€ - производят свой хлеб.,4,wanderlog,Si,5,2026-05-28,firecrawl+lacaravanabarcelona.com,Probable,,Probable,Año redondo
R070,Lebanese/Arab Rest BSN,Restaurante Xix Kebab,"C/ Corsega 193, Eixample Esquerre",Barcelona,+34 933 218 210,,,"Sirio в Эшампле. Кускус, кебаб, фалафель, хумус. Сред.чек 20€. Comida 13-16, cena 20:30-00. Metro Hospital Clinic.",4,tripadvisor,Si,5,2026-05-28,websearch+bcnrestaurantes,Probable,,Probable,Año redondo
R071,Lebanese/Arab Rest BSN,Ugarit Sants,"Passeig Sant Antoni 21, Sants-Montjuic, 08014",Barcelona,+34 931 751 431,,,Sirio. Сеть из 7 ресторанов в БСН (Hani Sarkis). 171 отзыв. Сред.чек ~18€. 12:30-00:00. ВАЖНО: сеть - можно зайти на головной офис и продавать на все 7 точек.,3,tripadvisor,Si,5,2026-05-28,bcnrestaurantes+tripadvisor,Probable,,Probable,Año redondo
R072,Lebanese/Arab Rest BSN,Arze Restaurante Libanes,"Carrer del Doctor Dou, 10, Local 2, Ciutat Vella",Barcelona,+34 653 676 193,,https://arzerestaurante.es,Libanes в Ciutat Vella. 9.4/10 TheFork (400+ отзывов). Halal. Веган опции. Сред.чек 22€. UberEats+Glovo. Кеббе/хумус/фалафель/шаварма.,3,glovo,Si,5,2026-05-28,thefork+websearch,Probable,,Probable,Año redondo
R073,Lebanese/Arab Rest BSN,Cafe Arabia (duplicate Verdi 16),"Carrer Verdi 16 bajo, Gracia, 08012",Barcelona,+34 933 025 955,,https://cafearabiabarcelona.com,СЛИТО С ID R060 (Cafe Arabia (Arabia Cafe-Restaurant)) — этот адрес/название дублируется. ДУБЛИКАТ R060 - тот же ресторан Cafe Arabia. Один и тот же адрес/телефон. Объединить с R060 при слиянии базы.,4,cafearabiabarcelona.com,Si,5,2026-05-28,cross-check+firecrawl,Probable,,Probable,Año redondo
